News ID	topic_name
N27325	plane, flight, airlines, airport, boeing, pilot, max, air, landing, small plane
N41358	patriots, new england, england, england patriots, brady, tom, tom brady, gordon, new, josh
N33723	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N13956	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N4616	
N10496	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N22293	lions, bears, detroit lions, detroit, chicago bears, bear, chicago, trubisky, packers, stafford
N11829	patriots, new england, england, england patriots, brady, tom, tom brady, gordon, new, josh
N46246	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N46014	falcons, saints, falcons vs, atlanta, atlanta falcons, vs saints, crows nest, links buccaneers, web links, eagles
N65111	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N23327	
N25499	weight, pounds, diet, lose, weight loss, lose weight, lost pounds, foods, exercise, fat
N29545	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N61701	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N65194	tropical, storm, tropical storm, rain, gulf, coast, winds, nestor, cyclone, heavy
N59496	lions, bears, detroit lions, detroit, chicago bears, bear, chicago, trubisky, packers, stafford
N25071	
N25211	school, teachers, board, schools, school board, students, teacher, education, district, county
N31459	falcons, saints, falcons vs, atlanta, atlanta falcons, vs saints, crows nest, links buccaneers, web links, eagles
N1194	
N59081	halloween, candy, costume, costumes, haunted, halloween candy, halloween costumes, spooky, halloween costume, ghost
N43446	cancer, flu, health, breast, breast cancer, patients, lung, disease, medical, vaping
N17384	cubs, david ross, ross, manager, chicago cubs, epstein, david, theo epstein, theo, chicago
N22623	
N45527	dog, dogs, adoption, animal, pet, puppy, adopt, rescue, pet adoption, adoption centers
N36833	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N21400	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N21774	
N58322	
N45333	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N54508	
N27541	
N2600	
N11004	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N63440	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N24055	
N2178	cowboys, dallas, dallas cowboys, eagles, jets, giants, nfc, nfl, nfc east, jason garrett
N20251	
N34206	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N29110	
N37286	
N18105	earthquake, magnitude, quake, earthquakes, magnitude earthquake, area, geological survey, bay area, geological, miles
N42337	zoo, elephant, elephants, panda, bei, zoos, lion, bronx zoo, baby, cub
N48719	lions, bears, detroit lions, detroit, chicago bears, bear, chicago, trubisky, packers, stafford
N53341	
N4983	school, shooting, student, high school, high, school shooting, saugus, gun, saugus high, santa clarita
N15655	
N1193	school, teachers, board, schools, school board, students, teacher, education, district, county
N56510	
N35192	
N33015	
N52006	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N27285	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N1588	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N53385	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N56353	wedding, jennifer, married, jenner, couple, wife, kylie, birthday, actress, engaged
N62910	
N38924	
N17383	
N21645	tornado, dallas, damage, texas, storms, tornadoes, dallas tornado, north dallas, ef, storm
N19959	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N26504	
N58689	ravens, bengals, yards, jackson, quarterback, lamar, lamar jackson, touchdowns, touchdown, cincinnati bengals
N45535	
N38272	
N44048	
N58141	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N59129	
N64347	sexual, school, police, student, sex, students, sexually, arrested, assault, charged
N37644	
N45138	plane, flight, airlines, airport, boeing, pilot, max, air, landing, small plane
N16212	sexual, school, police, student, sex, students, sexually, arrested, assault, charged
N28570	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N36320	
N58952	lions, bears, detroit lions, detroit, chicago bears, bear, chicago, trubisky, packers, stafford
N12929	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N63981	
N54166	
N13688	nasa, space, meteor, mercury, moon, spacex, sun, earth, mars, nasas
N38937	michigan, state, penn, penn state, football, michigan state, minnesota, big ten, wolverines, gophers
N1993	patriots, new england, england, england patriots, brady, tom, tom brady, gordon, new, josh
N57558	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N24810	
N30020	
N38745	
N15788	new, million, home, city, project, plan, homes, transportation, housing, building
N37622	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N23333	nasa, space, meteor, mercury, moon, spacex, sun, earth, mars, nasas
N49455	
N12400	
N45186	
N13876	
N29474	tropical, storm, tropical storm, rain, gulf, coast, winds, nestor, cyclone, heavy
N34113	
N15924	
N8436	
N50786	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N23293	
N46962	
N23799	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N51212	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N22973	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N13349	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N26744	
N13238	woman, crash, killed, car, yearold, driver, police, woman killed, vehicle, girl
N46936	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N15845	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N16896	
N47510	day sports, november, october, sports, day, november day, october day, news, news briefing, morning news
N24585	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N39208	prince, royal, harry, meghan, prince harry, kate, markle, meghan markle, queen, duchess
N65004	
N23468	
N54692	veterans, veterans day, day, veteran, military, honor, served, parade, war, service
N5923	
N11761	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N4597	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N10914	
N582	
N62644	
N37667	
N24945	lions, bears, detroit lions, detroit, chicago bears, bear, chicago, trubisky, packers, stafford
N58203	
N40105	
N16983	syria, isis, albaghdadi, raid, leader, bakr, abu bakr, abu, bakr albaghdadi, troops
N63403	
N61878	
N51796	football, college football, college, school football, week, high school, playoff, high, school, playoffs
N28229	
N1007	
N5571	
N50212	
N5440	sexual, school, police, student, sex, students, sexually, arrested, assault, charged
N42898	dog, dogs, adoption, animal, pet, puppy, adopt, rescue, pet adoption, adoption centers
N21372	
N37506	dies, died, bernard, kaiser, tyson, age, bernard tyson, former, permanente, kaiser permanente
N64818	
N55988	wedding, jennifer, married, jenner, couple, wife, kylie, birthday, actress, engaged
N23214	
N3479	woman, crash, killed, car, yearold, driver, police, woman killed, vehicle, girl
N434	new, million, home, city, project, plan, homes, transportation, housing, building
N17050	
N62356	
N37039	weight, pounds, diet, lose, weight loss, lose weight, lost pounds, foods, exercise, fat
N52440	
N38092	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N54691	new, million, home, city, project, plan, homes, transportation, housing, building
N62069	
N14284	
N48566	teachers, strike, chicago, chicago teachers, teachers strike, teachers union, union, chicago public, cps, public schools
N5701	bus, school bus, school, bus driver, driver, crash, students, sinkhole, injured, student
N63206	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N20959	football, college football, college, school football, week, high school, playoff, high, school, playoffs
N25641	
N12678	
N5837	
N20613	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N39117	man, wife, murder, police, charged, shooting, death, woman, yearold, killing
N37824	crash, driver, car, police, killed, highway, vehicle, struck, road, near
N13055	
N8552	
N61175	
N6208	weight, pounds, diet, lose, weight loss, lose weight, lost pounds, foods, exercise, fat
N29041	
N770	
N21202	
N11574	
N58202	
N45363	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N41661	
N53961	
N52071	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N46226	
N60794	crash, lanes, traffic, truck, highway, tractortrailer, southbound, interstate, northbound, near
N5496	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N26446	dolphins, miami, miami dolphins, colts, steelers, fitzpatrick, flores, indianapolis, nfl, brian flores
N56643	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N9881	
N26700	
N9455	
N35905	
N24660	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N61017	
N3808	steelers, pittsburgh steelers, browns, pittsburgh, week, rams, cleveland, steelers vs, vs, vs browns
N44738	
N12158	
N12889	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N48869	plane, flight, airlines, airport, boeing, pilot, max, air, landing, small plane
N62927	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N48665	
N8948	
N4267	
N42760	weight, pounds, diet, lose, weight loss, lose weight, lost pounds, foods, exercise, fat
N31070	
N31328	zoo, elephant, elephants, panda, bei, zoos, lion, bronx zoo, baby, cub
N64908	
N17949	
N30184	christmas, tree, christmas tree, holiday, rockefeller, rockefeller center, center christmas, holiday season, holidays, lights
N56245	china, trade, us, tariffs, chinese, trade deal, deal, hong, kong, hong kong
N51597	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N59303	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N26650	
N30996	
N51389	
N25091	trailer, trailer trailer, official trailer, official, day neighborhood, beautiful day, trailer beautiful, trailer knives, knives, beautiful
N38412	
N58211	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N21408	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N55573	
N56444	
N42872	texas, texans, oklahoma, kansas, longhorns, houston, state, baylor, oklahoma state, kansas state
N63987	patriots, new england, england, england patriots, brady, tom, tom brady, gordon, new, josh
N60918	
N50686	dog, dogs, adoption, animal, pet, puppy, adopt, rescue, pet adoption, adoption centers
N13052	
N11097	
N36577	
N6217	
N51972	
N5405	
N56428	
N36977	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N4840	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N46197	
N53195	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N23813	weight, pounds, diet, lose, weight loss, lose weight, lost pounds, foods, exercise, fat
N48249	veterans, veterans day, day, veteran, military, honor, served, parade, war, service
N54399	dog, dogs, adoption, animal, pet, puppy, adopt, rescue, pet adoption, adoption centers
N4099	lions, bears, detroit lions, detroit, chicago bears, bear, chicago, trubisky, packers, stafford
N53281	
N52086	
N47228	syria, isis, albaghdadi, raid, leader, bakr, abu bakr, abu, bakr albaghdadi, troops
N46011	
N54144	man, wife, murder, police, charged, shooting, death, woman, yearold, killing
N29554	
N17545	nasa, space, meteor, mercury, moon, spacex, sun, earth, mars, nasas
N19744	christmas, tree, christmas tree, holiday, rockefeller, rockefeller center, center christmas, holiday season, holidays, lights
N12556	
N22500	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N60789	new, million, home, city, project, plan, homes, transportation, housing, building
N41070	
N15282	
N30524	lions, bears, detroit lions, detroit, chicago bears, bear, chicago, trubisky, packers, stafford
N2582	
N17459	
N24356	carter, jimmy carter, jimmy, surgery, brain, president jimmy, former president, procedure, relieve, pressure
N4530	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N40137	tropical, storm, tropical storm, rain, gulf, coast, winds, nestor, cyclone, heavy
N43347	
N50994	crash, lanes, traffic, truck, highway, tractortrailer, southbound, interstate, northbound, near
N47259	closing, restaurant, kmart, close, stores, closed, sears, closes, store, doors
N54385	golf, federer, atp, djokovic, finals, tour, lpga, mcilroy, atp finals, pga
N52479	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N33969	
N34331	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N4247	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N51016	lions, bears, detroit lions, detroit, chicago bears, bear, chicago, trubisky, packers, stafford
N34307	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N34131	patriots, new england, england, england patriots, brady, tom, tom brady, gordon, new, josh
N50812	tropical, storm, tropical storm, rain, gulf, coast, winds, nestor, cyclone, heavy
N2937	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N32715	
N18848	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N19154	
N65043	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N49475	shark, fish, whale, alligator, florida, baby shark, snake, python, sharks, beach
N12227	
N9493	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N58684	cancer, flu, health, breast, breast cancer, patients, lung, disease, medical, vaping
N63277	syria, turkey, turkish, syrian, erdogan, kurdish, kurds, forces, us, president
N28596	nasa, space, meteor, mercury, moon, spacex, sun, earth, mars, nasas
N55549	woods, tiger, tiger woods, zozo, presidents cup, zozo championship, pga, pga tour, presidents, cup
N19707	ravens, bengals, yards, jackson, quarterback, lamar, lamar jackson, touchdowns, touchdown, cincinnati bengals
N11385	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N18872	
N33549	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N38676	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N6603	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N24651	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N33170	wedding, jennifer, married, jenner, couple, wife, kylie, birthday, actress, engaged
N5580	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N29546	
N42563	
N36440	weight, pounds, diet, lose, weight loss, lose weight, lost pounds, foods, exercise, fat
N51583	
N31715	
N42208	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N64684	ravens, bengals, yards, jackson, quarterback, lamar, lamar jackson, touchdowns, touchdown, cincinnati bengals
N8784	
N5861	
N58774	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N54704	
N55481	halloween, candy, costume, costumes, haunted, halloween candy, halloween costumes, spooky, halloween costume, ghost
N54363	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N51083	
N3078	
N43705	
N31609	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N29095	cummings, elijah, elijah cummings, rep elijah, rep, church, funeral, baltimore, rockeymoore, maya
N43041	
N50063	
N8465	dog, dogs, adoption, animal, pet, puppy, adopt, rescue, pet adoption, adoption centers
N47340	
N10221	sexual, school, police, student, sex, students, sexually, arrested, assault, charged
N60474	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N20289	plane, flight, airlines, airport, boeing, pilot, max, air, landing, small plane
N18608	
N40522	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N29725	
N29799	
N19238	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N3384	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N41461	lions, bears, detroit lions, detroit, chicago bears, bear, chicago, trubisky, packers, stafford
N61400	
N6742	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N18873	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N25435	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N10528	crash, lanes, traffic, truck, highway, tractortrailer, southbound, interstate, northbound, near
N56704	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N51436	
N40893	
N40715	
N996	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N44637	
N56842	
N63326	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N10027	plane, flight, airlines, airport, boeing, pilot, max, air, landing, small plane
N29536	christmas, tree, christmas tree, holiday, rockefeller, rockefeller center, center christmas, holiday season, holidays, lights
N54739	syria, turkey, turkish, syrian, erdogan, kurdish, kurds, forces, us, president
N12421	
N46670	crash, driver, car, police, killed, highway, vehicle, struck, road, near
N50290	dog, dogs, adoption, animal, pet, puppy, adopt, rescue, pet adoption, adoption centers
N52906	
N16673	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N58844	
N52516	texas, texans, oklahoma, kansas, longhorns, houston, state, baylor, oklahoma state, kansas state
N2902	
N43979	christmas, tree, christmas tree, holiday, rockefeller, rockefeller center, center christmas, holiday season, holidays, lights
N34388	
N53323	tropical, storm, tropical storm, rain, gulf, coast, winds, nestor, cyclone, heavy
N6253	halloween, candy, costume, costumes, haunted, halloween candy, halloween costumes, spooky, halloween costume, ghost
N31470	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N45143	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N29194	football, college football, college, school football, week, high school, playoff, high, school, playoffs
N57444	
N7680	school, teachers, board, schools, school board, students, teacher, education, district, county
N5486	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N61196	
N23112	
N14723	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N20974	
N52206	
N12897	
N13050	
N20913	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N818	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N37138	
N63112	
N39258	wedding, jennifer, married, jenner, couple, wife, kylie, birthday, actress, engaged
N6969	
N60764	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N11532	
N36142	
N44006	
N34643	
N20272	vikings, minnesota vikings, minnesota, cousins, cowboys, kirk cousins, kirk, eagles, chiefs, sunday
N44195	teachers, strike, chicago, chicago teachers, teachers strike, teachers union, union, chicago public, cps, public schools
N29051	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N9690	
N44631	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N62375	
N16969	
N42782	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N2175	missing, yearold, missing yearold, girl, police, last seen, seen, search, woman, yearold girl
N14757	cowboys, dallas, dallas cowboys, eagles, jets, giants, nfc, nfl, nfc east, jason garrett
N14952	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N39859	deer, hunters, cows, hunting, cow, michigan, hunting season, hunts, moose, gus
N46018	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N24166	
N9945	plane, flight, airlines, airport, boeing, pilot, max, air, landing, small plane
N36122	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N48978	
N32320	
N31572	cowboys, dallas, dallas cowboys, eagles, jets, giants, nfc, nfl, nfc east, jason garrett
N58839	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N4417	new, million, home, city, project, plan, homes, transportation, housing, building
N22834	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N8654	
N7628	closing, restaurant, kmart, close, stores, closed, sears, closes, store, doors
N22983	
N45604	tropical, storm, tropical storm, rain, gulf, coast, winds, nestor, cyclone, heavy
N46194	weight, pounds, diet, lose, weight loss, lose weight, lost pounds, foods, exercise, fat
N60220	ravens, bengals, yards, jackson, quarterback, lamar, lamar jackson, touchdowns, touchdown, cincinnati bengals
N3818	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N18114	cancer, flu, health, breast, breast cancer, patients, lung, disease, medical, vaping
N6599	
N12467	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N7356	
N12473	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N35702	
N64170	crash, driver, car, police, killed, highway, vehicle, struck, road, near
N27491	
N47518	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N16040	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N56580	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N6018	dolphins, miami, miami dolphins, colts, steelers, fitzpatrick, flores, indianapolis, nfl, brian flores
N27756	
N26467	woods, tiger, tiger woods, zozo, presidents cup, zozo championship, pga, pga tour, presidents, cup
N64820	hockey, canada, leafs, cherry, maple leafs, blackhawks, goals, toronto, maple, nhl
N17993	
N20888	prince, royal, harry, meghan, prince harry, kate, markle, meghan markle, queen, duchess
N9283	
N10286	brexit, boris, boris johnson, johnson, uk, european union, minister boris, european, prime minister, brexit deal
N20335	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N35218	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N16450	
N45605	
N23435	
N40087	
N16422	lions, bears, detroit lions, detroit, chicago bears, bear, chicago, trubisky, packers, stafford
N14447	resigns, chief, resigned, superintendent, police, johnson, retirement, beck, interim, retiring
N16370	
N44649	
N41439	
N58921	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N20546	
N39445	
N64203	
N44420	car, police, stolen, man, vehicle, officers, suspect, carjacking, say, police said
N6075	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N15783	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N27944	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N6721	tropical, storm, tropical storm, rain, gulf, coast, winds, nestor, cyclone, heavy
N49457	
N38569	
N28350	
N25855	
N51257	day sports, november, october, sports, day, november day, october day, news, news briefing, morning news
N10155	
N97	steelers, pittsburgh steelers, browns, pittsburgh, week, rams, cleveland, steelers vs, vs, vs browns
N12459	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N10034	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N19462	lions, bears, detroit lions, detroit, chicago bears, bear, chicago, trubisky, packers, stafford
N39647	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N5715	
N64837	plane, flight, airlines, airport, boeing, pilot, max, air, landing, small plane
N51892	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N13607	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N26194	
N38119	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N59401	
N52574	syria, turkey, turkish, syrian, erdogan, kurdish, kurds, forces, us, president
N6488	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N63100	
N5831	
N51322	
N14290	dolphins, miami, miami dolphins, colts, steelers, fitzpatrick, flores, indianapolis, nfl, brian flores
N11383	resigns, chief, resigned, superintendent, police, johnson, retirement, beck, interim, retiring
N46348	
N32822	
N4930	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N2514	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N35765	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N31731	
N55330	dies, died, bernard, kaiser, tyson, age, bernard tyson, former, permanente, kaiser permanente
N19206	
N15181	
N27578	marijuana, medical marijuana, cannabis, medical, recreational, legal, pot, weed, vaping, use
N22778	
N16823	
N12654	
N56692	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N29863	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N14826	
N61685	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N9244	shark, fish, whale, alligator, florida, baby shark, snake, python, sharks, beach
N42247	
N59698	
N64962	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N12567	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N61580	
N38448	closing, restaurant, kmart, close, stores, closed, sears, closes, store, doors
N48745	
N56632	plane, flight, airlines, airport, boeing, pilot, max, air, landing, small plane
N5243	patriots, new england, england, england patriots, brady, tom, tom brady, gordon, new, josh
N42437	
N39253	
N40845	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N19546	
N57997	
N51361	
N62851	
N1640	bus, school bus, school, bus driver, driver, crash, students, sinkhole, injured, student
N42769	
N33867	
N43830	
N36445	patriots, new england, england, england patriots, brady, tom, tom brady, gordon, new, josh
N42406	
N22864	deadline, trade, trade deadline, nfl, nfl trade, could, deals, season, deal, teams
N21993	
N35459	halloween, candy, costume, costumes, haunted, halloween candy, halloween costumes, spooky, halloween costume, ghost
N64150	missing, yearold, missing yearold, girl, police, last seen, seen, search, woman, yearold girl
N32815	teachers, strike, chicago, chicago teachers, teachers strike, teachers union, union, chicago public, cps, public schools
N19148	cummings, elijah, elijah cummings, rep elijah, rep, church, funeral, baltimore, rockeymoore, maya
N33051	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N29853	
N776	
N60165	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N10225	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N20832	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N36726	
N9871	
N33037	school, shooting, student, high school, high, school shooting, saugus, gun, saugus high, santa clarita
N4411	new, million, home, city, project, plan, homes, transportation, housing, building
N64140	extension, split, celtics, martin, contract, jaylen, conferences arrowhead, pete, hield, jaylen brown
N64031	
N13398	sexual, school, police, student, sex, students, sexually, arrested, assault, charged
N8442	
N57880	
N3436	
N20737	
N44559	cancer, flu, health, breast, breast cancer, patients, lung, disease, medical, vaping
N51184	
N11607	
N57233	
N49266	ufc, fight, mma, moscow, heavyweight, title, vs, fight night, ufc moscow, bellator
N53315	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N21057	nasa, space, meteor, mercury, moon, spacex, sun, earth, mars, nasas
N31533	veterans, veterans day, day, veteran, military, honor, served, parade, war, service
N24587	
N45296	
N20608	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N56623	
N63306	
N33391	
N5011	
N26292	
N55576	
N7211	deadline, trade, trade deadline, nfl, nfl trade, could, deals, season, deal, teams
N23649	
N24720	
N9234	
N27377	ravens, bengals, yards, jackson, quarterback, lamar, lamar jackson, touchdowns, touchdown, cincinnati bengals
N34558	cummings, elijah, elijah cummings, rep elijah, rep, church, funeral, baltimore, rockeymoore, maya
N22073	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N61618	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N64504	football, college football, college, school football, week, high school, playoff, high, school, playoffs
N9068	vikings, minnesota vikings, minnesota, cousins, cowboys, kirk cousins, kirk, eagles, chiefs, sunday
N33962	
N56282	
N33263	
N33233	
N6757	
N16113	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N51412	
N9266	
N55114	
N6462	
N27000	cowboys, dallas, dallas cowboys, eagles, jets, giants, nfc, nfl, nfc east, jason garrett
N18134	
N30726	
N22732	
N17001	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N59231	weight, pounds, diet, lose, weight loss, lose weight, lost pounds, foods, exercise, fat
N38713	
N58113	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N4795	
N23473	
N48844	
N8201	
N16479	
N65235	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N10617	
N5851	tropical, storm, tropical storm, rain, gulf, coast, winds, nestor, cyclone, heavy
N18759	
N22130	
N15235	
N9667	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N24317	
N19101	wedding, jennifer, married, jenner, couple, wife, kylie, birthday, actress, engaged
